City;Edition;Sport;Discipline;NOC;Gender;Event;Event_gender;Medal
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;BUL;Men;K-1 1000m (kayak single);M;Silver
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;ISR;Men;K-1 500m (kayak single);M;Bronze
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;NOR;Men;K-1 500m (kayak single);M;Gold
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;BUL;Men;K-1 500m (kayak single);M;Silver
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;AUS;Women;K-1 500m (kayak single);W;Bronze
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;ITA;Women;K-1 500m (kayak single);W;Gold
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;CAN;Women;K-1 500m (kayak single);W;Silver
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;HUN;Men;K-2 1000m (kayak double);M;Bronze
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;HUN;Men;K-2 1000m (kayak double);M;Bronze
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;ITA;Men;K-2 1000m (kayak double);M;Gold
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;ITA;Men;K-2 1000m (kayak double);M;Gold
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;SWE;Men;K-2 1000m (kayak double);M;Silver
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;SWE;Men;K-2 1000m (kayak double);M;Silver
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;GER;Men;K-2 500m (kayak double);M;Bronze
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;GER;Men;K-2 500m (kayak double);M;Bronze
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;HUN;Men;K-2 500m (kayak double);M;Gold
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;HUN;Men;K-2 500m (kayak double);M;Gold
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;AUS;Men;K-2 500m (kayak double);M;Silver
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;AUS;Men;K-2 500m (kayak double);M;Silver
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;POL;Women;K-2 500m (kayak double);W;Bronze
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;POL;Women;K-2 500m (kayak double);W;Bronze
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;GER;Women;K-2 500m (kayak double);W;Gold
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;GER;Women;K-2 500m (kayak double);W;Gold
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;HUN;Women;K-2 500m (kayak double);W;Silver
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;HUN;Women;K-2 500m (kayak double);W;Silver
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;POL;Men;K-4 1000m (kayak four);M;Bronze
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;POL;Men;K-4 1000m (kayak four);M;Bronze
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;POL;Men;K-4 1000m (kayak four);M;Bronze
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;POL;Men;K-4 1000m (kayak four);M;Bronze
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;HUN;Men;K-4 1000m (kayak four);M;Gold
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;HUN;Men;K-4 1000m (kayak four);M;Gold
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;HUN;Men;K-4 1000m (kayak four);M;Gold
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;HUN;Men;K-4 1000m (kayak four);M;Gold
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;GER;Men;K-4 1000m (kayak four);M;Silver
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;GER;Men;K-4 1000m (kayak four);M;Silver
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;GER;Men;K-4 1000m (kayak four);M;Silver
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;GER;Men;K-4 1000m (kayak four);M;Silver
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;ROU;Women;K-4 500m (kayak four);W;Bronze
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;ROU;Women;K-4 500m (kayak four);W;Bronze
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;ROU;Women;K-4 500m (kayak four);W;Bronze
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;ROU;Women;K-4 500m (kayak four);W;Bronze
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;GER;Women;K-4 500m (kayak four);W;Gold
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;GER;Women;K-4 500m (kayak four);W;Gold
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;GER;Women;K-4 500m (kayak four);W;Gold
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;GER;Women;K-4 500m (kayak four);W;Gold
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;HUN;Women;K-4 500m (kayak four);W;Silver
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;HUN;Women;K-4 500m (kayak four);W;Silver
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;HUN;Women;K-4 500m (kayak four);W;Silver
Sydney;2000;Canoe / Kayak;Canoe / Kayak F;HUN;Women;K-4 500m (kayak four);W;Silver
Sydney;2000;Canoe / Kayak;Canoe / Kayak S;SVK;Men;C-1 (canoe single);M;Bronze
Sydney;2000;Canoe / Kayak;Canoe / Kayak S;FRA;Men;C-1 (canoe single);M;Gold
Sydney;2000;Canoe / Kayak;Canoe / Kayak S;SVK;Men;C-1 (canoe single);M;Silver
Sydney;2000;Canoe / Kayak;Canoe / Kayak S;CZE;Men;C-2 (canoe double);M;Bronze
Sydney;2000;Canoe / Kayak;Canoe / Kayak S;CZE;Men;C-2 (canoe double);M;Bronze
Sydney;2000;Canoe / Kayak;Canoe / Kayak S;SVK;Men;C-2 (canoe double);M;Gold
Sydney;2000;Canoe / Kayak;Canoe / Kayak S;SVK;Men;C-2 (canoe double);M;Gold
Sydney;2000;Canoe / Kayak;Canoe / Kayak S;POL;Men;C-2 (canoe double);M;Silver
Sydney;2000;Canoe / Kayak;Canoe / Kayak S;POL;Men;C-2 (canoe double);M;Silver
Sydney;2000;Canoe / Kayak;Canoe / Kayak S;ITA;Men;K-1 (kayak single);M;Bronze
Sydney;2000;Canoe / Kayak;Canoe / Kayak S;GER;Men;K-1 (kayak single);M;Gold
Sydney;2000;Canoe / Kayak;Canoe / Kayak S;GBR;Men;K-1 (kayak single);M;Silver
Sydney;2000;Canoe / Kayak;Canoe / Kayak S;FRA;Women;K-1 (kayak single);W;Bronze
Sydney;2000;Canoe / Kayak;Canoe / Kayak S;CZE;Women;K-1 (kayak single);W;Gold
Sydney;2000;Canoe / Kayak;Canoe / Kayak S;FRA;Women;K-1 (kayak single);W;Silver
Sydney;2000;Cycling;Cycling Road;GER;Men;individual road race;M;Bronze
Sydney;2000;Cycling;Cycling Road;GER;Men;individual road race;M;Gold
Sydney;2000;Cycling;Cycling Road;KAZ;Men;individual road race;M;Silver
Sydney;2000;Cycling;Cycling Road;LTU;Women;individual road race;W;Bronze
Sydney;2000;Cycling;Cycling Road;NED;Women;individual road race;W;Gold
Sydney;2000;Cycling;Cycling Road;GER;Women;individual road race;W;Silver
Sydney;2000;Cycling;Cycling Road;USA;Men;individual time trial;M;Bronze
Sydney;2000;Cycling;Cycling Road;RUS;Men;individual time trial;M;Gold
Sydney;2000;Cycling;Cycling Road;GER;Men;individual time trial;M;Silver
Sydney;2000;Cycling;Cycling Road;FRA;Women;individual time trial;W;Bronze
Sydney;2000;Cycling;Cycling Road;NED;Women;individual time trial;W;Gold
Sydney;2000;Cycling;Cycling Road;USA;Women;individual time trial;W;Silver
Sydney;2000;Cycling;Cycling Track;AUS;Men;1km time trial;M;Bronze
Sydney;2000;Cycling;Cycling Track;GBR;Men;1km time trial;M;Gold
Sydney;2000;Cycling;Cycling Track;GER;Men;1km time trial;M;Silver
Sydney;2000;Cycling;Cycling Track;CHN;Women;500m time trial;W;Bronze
Sydney;2000;Cycling;Cycling Track;FRA;Women;500m time trial;W;Gold
Sydney;2000;Cycling;Cycling Track;AUS;Women;500m time trial;W;Silver
Sydney;2000;Cycling;Cycling Track;AUS;Men;Individual Pursuit;M;Bronze
Sydney;2000;Cycling;Cycling Track;GER;Men;Individual Pursuit;M;Gold
Sydney;2000;Cycling;Cycling Track;GER;Men;Individual Pursuit;M;Silver
Sydney;2000;Cycling;Cycling Track;GBR;Women;individual pursuit;W;Bronze
Sydney;2000;Cycling;Cycling Track;NED;Women;individual pursuit;W;Gold
Sydney;2000;Cycling;Cycling Track;FRA;Women;individual pursuit;W;Silver
Sydney;2000;Cycling;Cycling Track;GER;Men;Keirin;M;Bronze
Sydney;2000;Cycling;Cycling Track;FRA;Men;Keirin;M;Gold
Sydney;2000;Cycling;Cycling Track;AUS;Men;Keirin;M;Silver
Sydney;2000;Cycling;Cycling Track;ITA;Men;Madison;M;Bronze
Sydney;2000;Cycling;Cycling Track;ITA;Men;Madison;M;Bronze
Sydney;2000;Cycling;Cycling Track;AUS;Men;Madison;M;Gold
Sydney;2000;Cycling;Cycling Track;AUS;Men;Madison;M;Gold
Sydney;2000;Cycling;Cycling Track;BEL;Men;Madison;M;Silver
Sydney;2000;Cycling;Cycling Track;BEL;Men;Madison;M;Silver
Sydney;2000;Cycling;Cycling Track;AUS;Men;Olympic Sprint;M;Bronze
Sydney;2000;Cycling;Cycling Track;AUS;Men;Olympic Sprint;M;Bronze
Sydney;2000;Cycling;Cycling Track;AUS;Men;Olympic Sprint;M;Bronze
Sydney;2000;Cycling;Cycling Track;FRA;Men;Olympic Sprint;M;Gold
Sydney;2000;Cycling;Cycling Track;FRA;Men;Olympic Sprint;M;Gold
Sydney;2000;Cycling;Cycling Track;FRA;Men;Olympic Sprint;M;Gold
Sydney;2000;Cycling;Cycling Track;GBR;Men;Olympic Sprint;M;Silver
Sydney;2000;Cycling;Cycling Track;GBR;Men;Olympic Sprint;M;Silver
Sydney;2000;Cycling;Cycling Track;GBR;Men;Olympic Sprint;M;Silver
Sydney;2000;Cycling;Cycling Track;RUS;Men;Points Race;M;Bronze
Sydney;2000;Cycling;Cycling Track;ESP;Men;Points Race;M;Gold
Sydney;2000;Cycling;Cycling Track;URU;Men;Points Race;M;Silver
Sydney;2000;Cycling;Cycling Track;RUS;Women;points race;W;Bronze
Sydney;2000;Cycling;Cycling Track;ITA;Women;points race;W;Gold
Sydney;2000;Cycling;Cycling Track;NED;Women;points race;W;Silver
Sydney;2000;Cycling;Cycling Track;UKR;Women;sprint;W;Bronze
Sydney;2000;Cycling;Cycling Track;FRA;Women;sprint;W;Gold
Sydney;2000;Cycling;Cycling Track;RUS;Women;sprint;W;Silver
Sydney;2000;Cycling;Cycling Track;GER;Men;Sprint indivual;M;Bronze
Sydney;2000;Cycling;Cycling Track;USA;Men;Sprint indivual;M;Gold
Sydney;2000;Cycling;Cycling Track;FRA;Men;Sprint indivual;M;Silver
Sydney;2000;Cycling;Cycling Track;GBR;Men;Team Pursuit (4000m);M;Bronze
Sydney;2000;Cycling;Cycling Track;GBR;Men;Team Pursuit (4000m);M;Bronze
Sydney;2000;Cycling;Cycling Track;GBR;Men;Team Pursuit (4000m);M;Bronze
Sydney;2000;Cycling;Cycling Track;GBR;Men;Team Pursuit (4000m);M;Bronze
Sydney;2000;Cycling;Cycling Track;GBR;Men;Team Pursuit (4000m);M;Bronze
Sydney;2000;Cycling;Cycling Track;GBR;Men;Team Pursuit (4000m);M;Bronze
Sydney;2000;Cycling;Cycling Track;GER;Men;Team Pursuit (4000m);M;Gold
Sydney;2000;Cycling;Cycling Track;GER;Men;Team Pursuit (4000m);M;Gold
Sydney;2000;Cycling;Cycling Track;GER;Men;Team Pursuit (4000m);M;Gold
Sydney;2000;Cycling;Cycling Track;GER;Men;Team Pursuit (4000m);M;Gold
Sydney;2000;Cycling;Cycling Track;GER;Men;Team Pursuit (4000m);M;Gold
Sydney;2000;Cycling;Cycling Track;UKR;Men;Team Pursuit (4000m);M;Silver
Sydney;2000;Cycling;Cycling Track;UKR;Men;Team Pursuit (4000m);M;Silver
Sydney;2000;Cycling;Cycling Track;UKR;Men;Team Pursuit (4000m);M;Silver
Sydney;2000;Cycling;Cycling Track;UKR;Men;Team Pursuit (4000m);M;Silver
Sydney;2000;Cycling;Mountain Bike;SUI;Men;cross-country;M;Bronze
Sydney;2000;Cycling;Mountain Bike;FRA;Men;cross-country;M;Gold
Sydney;2000;Cycling;Mountain Bike;BEL;Men;cross-country;M;Silver
Sydney;2000;Cycling;Mountain Bike;ESP;Women;cross-country;W;Bronze
Sydney;2000;Cycling;Mountain Bike;ITA;Women;cross-country;W;Gold
Sydney;2000;Cycling;Mountain Bike;SUI;Women;cross-country;W;Silver
Sydney;2000;Equestrian;Dressage;GER;Women;individual;X;Bronze
Sydney;2000;Equestrian;Dressage;NED;Women;individual;X;Gold
Sydney;2000;Equestrian;Dressage;GER;Women;individual;X;Silver
Sydney;2000;Equestrian;Dressage;USA;Men;team;X;Bronze
Sydney;2000;Equestrian;Dressage;USA;Men;team;X;Bronze
Sydney;2000;Equestrian;Dressage;NED;Men;team;X;Silver
Sydney;2000;Equestrian;Dressage;USA;Women;team;X;Bronze
Sydney;2000;Equestrian;Dressage;USA;Women;team;X;Bronze
Sydney;2000;Equestrian;Dressage;GER;Women;team;X;Gold
Sydney;2000;Equestrian;Dressage;GER;Women;team;X;Gold
Sydney;2000;Equestrian;Dressage;GER;Women;team;X;Gold
Sydney;2000;Equestrian;Dressage;GER;Women;team;X;Gold
Sydney;2000;Equestrian;Dressage;NED;Women;team;X;Silver
Sydney;2000;Equestrian;Dressage;NED;Women;team;X;Silver
Sydney;2000;Equestrian;Dressage;NED;Women;team;X;Silver
Sydney;2000;Equestrian;Eventing;NZL;Men;individual;X;Bronze
Sydney;2000;Equestrian;Eventing;USA;Men;individual;X;Gold
Sydney;2000;Equestrian;Eventing;AUS;Men;individual;X;Silver
Sydney;2000;Equestrian;Eventing;USA;Men;team;X;Bronze
Sydney;2000;Equestrian;Eventing;AUS;Men;team;X;Gold
Sydney;2000;Equestrian;Eventing;AUS;Men;team;X;Gold
Sydney;2000;Equestrian;Eventing;AUS;Men;team;X;Gold
Sydney;2000;Equestrian;Eventing;AUS;Men;team;X;Gold
Sydney;2000;Equestrian;Eventing;GBR;Men;team;X;Silver
Sydney;2000;Equestrian;Eventing;GBR;Men;team;X;Silver
Sydney;2000;Equestrian;Eventing;USA;Women;team;X;Bronze
Sydney;2000;Equestrian;Eventing;USA;Women;team;X;Bronze
Sydney;2000;Equestrian;Eventing;USA;Women;team;X;Bronze
Sydney;2000;Equestrian;Eventing;GBR;Women;team;X;Silver
Sydney;2000;Equestrian;Eventing;GBR;Women;team;X;Silver
Sydney;2000;Equestrian;Jumping;KSA;Men;individual;X;Bronze
Sydney;2000;Equestrian;Jumping;NED;Men;individual;X;Gold
Sydney;2000;Equestrian;Jumping;NED;Men;individual;X;Silver
Sydney;2000;Equestrian;Jumping;BRA;Men;team;X;Bronze
Sydney;2000;Equestrian;Jumping;BRA;Men;team;X;Bronze
Sydney;2000;Equestrian;Jumping;BRA;Men;team;X;Bronze
Sydney;2000;Equestrian;Jumping;BRA;Men;team;X;Bronze
Sydney;2000;Equestrian;Jumping;GER;Men;team;X;Gold
Sydney;2000;Equestrian;Jumping;GER;Men;team;X;Gold
Sydney;2000;Equestrian;Jumping;GER;Men;team;X;Gold
Sydney;2000;Equestrian;Jumping;GER;Men;team;X;Gold
Sydney;2000;Equestrian;Jumping;SUI;Men;team;X;Silver
Sydney;2000;Equestrian;Jumping;SUI;Men;team;X;Silver
Sydney;2000;Equestrian;Jumping;SUI;Men;team;X;Silver
Sydney;2000;Equestrian;Jumping;SUI;Women;team;X;Silver
Sydney;2000;Fencing;Fencing;KOR;Men;épée individual;M;Bronze
Sydney;2000;Fencing;Fencing;RUS;Men;épée individual;M;Gold
Sydney;2000;Fencing;Fencing;FRA;Men;épée individual;M;Silver
Sydney;2000;Fencing;Fencing;FRA;Women;épée individual;W;Bronze
Sydney;2000;Fencing;Fencing;HUN;Women;épée individual;W;Gold
Sydney;2000;Fencing;Fencing;SUI;Women;épée individual;W;Silver
Sydney;2000;Fencing;Fencing;CUB;Men;épée team;M;Bronze
Sydney;2000;Fencing;Fencing;CUB;Men;épée team;M;Bronze
Sydney;2000;Fencing;Fencing;CUB;Men;épée team;M;Bronze
Sydney;2000;Fencing;Fencing;ITA;Men;épée team;M;Gold
Sydney;2000;Fencing;Fencing;ITA;Men;épée team;M;Gold
Sydney;2000;Fencing;Fencing;ITA;Men;épée team;M;Gold
Sydney;2000;Fencing;Fencing;ITA;Men;épée team;M;Gold
Sydney;2000;Fencing;Fencing;FRA;Men;épée team;M;Silver
Sydney;2000;Fencing;Fencing;FRA;Men;épée team;M;Silver
Sydney;2000;Fencing;Fencing;FRA;Men;épée team;M;Silver
Sydney;2000;Fencing;Fencing;CHN;Women;épée team;W;Bronze
Sydney;2000;Fencing;Fencing;CHN;Women;épée team;W;Bronze
Sydney;2000;Fencing;Fencing;CHN;Women;épée team;W;Bronze
Sydney;2000;Fencing;Fencing;RUS;Women;épée team;W;Gold
Sydney;2000;Fencing;Fencing;RUS;Women;épée team;W;Gold
Sydney;2000;Fencing;Fencing;RUS;Women;épée team;W;Gold
Sydney;2000;Fencing;Fencing;RUS;Women;épée team;W;Gold
Sydney;2000;Fencing;Fencing;SUI;Women;épée team;W;Silver
Sydney;2000;Fencing;Fencing;SUI;Women;épée team;W;Silver
Sydney;2000;Fencing;Fencing;SUI;Women;épée team;W;Silver
Sydney;2000;Fencing;Fencing;RUS;Men;foil individual;M;Bronze
Sydney;2000;Fencing;Fencing;KOR;Men;foil individual;M;Gold
Sydney;2000;Fencing;Fencing;GER;Men;foil individual;M;Silver
Sydney;2000;Fencing;Fencing;ITA;Women;foil individual;W;Bronze
Sydney;2000;Fencing;Fencing;ITA;Women;foil individual;W;Gold
Sydney;2000;Fencing;Fencing;GER;Women;foil individual;W;Silver
Sydney;2000;Fencing;Fencing;ITA;Men;foil team;M;Bronze
Sydney;2000;Fencing;Fencing;ITA;Men;foil team;M;Bronze
Sydney;2000;Fencing;Fencing;ITA;Men;foil team;M;Bronze
Sydney;2000;Fencing;Fencing;ITA;Men;foil team;M;Bronze
Sydney;2000;Fencing;Fencing;FRA;Men;foil team;M;Gold
Sydney;2000;Fencing;Fencing;FRA;Men;foil team;M;Gold
Sydney;2000;Fencing;Fencing;FRA;Men;foil team;M;Gold
Sydney;2000;Fencing;Fencing;FRA;Men;foil team;M;Gold
Sydney;2000;Fencing;Fencing;CHN;Men;foil team;M;Silver
Sydney;2000;Fencing;Fencing;CHN;Men;foil team;M;Silver
Sydney;2000;Fencing;Fencing;CHN;Men;foil team;M;Silver
Sydney;2000;Fencing;Fencing;GER;Women;foil team;W;Bronze
Sydney;2000;Fencing;Fencing;GER;Women;foil team;W;Bronze
Sydney;2000;Fencing;Fencing;GER;Women;foil team;W;Bronze
Sydney;2000;Fencing;Fencing;ITA;Women;foil team;W;Gold
Sydney;2000;Fencing;Fencing;ITA;Women;foil team;W;Gold
Sydney;2000;Fencing;Fencing;ITA;Women;foil team;W;Gold
Sydney;2000;Fencing;Fencing;POL;Women;foil team;W;Silver
Sydney;2000;Fencing;Fencing;POL;Women;foil team;W;Silver
Sydney;2000;Fencing;Fencing;POL;Women;foil team;W;Silver
Sydney;2000;Fencing;Fencing;POL;Women;foil team;W;Silver
Sydney;2000;Fencing;Fencing;GER;Men;sabre individual;M;Bronze
Sydney;2000;Fencing;Fencing;ROU;Men;sabre individual;M;Gold
Sydney;2000;Fencing;Fencing;FRA;Men;sabre individual;M;Silver
Sydney;2000;Fencing;Fencing;GER;Men;sabre team;M;Bronze
Sydney;2000;Fencing;Fencing;GER;Men;sabre team;M;Bronze
Sydney;2000;Fencing;Fencing;GER;Men;sabre team;M;Bronze
Sydney;2000;Fencing;Fencing;RUS;Men;sabre team;M;Gold
Sydney;2000;Fencing;Fencing;RUS;Men;sabre team;M;Gold
Sydney;2000;Fencing;Fencing;RUS;Men;sabre team;M;Gold
Sydney;2000;Fencing;Fencing;FRA;Men;sabre team;M;Silver
Sydney;2000;Fencing;Fencing;FRA;Men;sabre team;M;Silver
Sydney;2000;Fencing;Fencing;FRA;Men;sabre team;M;Silver
Sydney;2000;Fencing;Fencing;FRA;Men;sabre team;M;Silver
Sydney;2000;Football;Football;CHI;Men;football;M;Bronze
Sydney;2000;Football;Football;CHI;Men;football;M;Bronze
Sydney;2000;Football;Football;CHI;Men;football;M;Bronze
Sydney;2000;Football;Football;CHI;Men;football;M;Bronze
Sydney;2000;Football;Football;CHI;Men;football;M;Bronze
Sydney;2000;Football;Football;CHI;Men;football;M;Bronze
Sydney;2000;Football;Football;CHI;Men;football;M;Bronze
Sydney;2000;Football;Football;CHI;Men;football;M;Bronze
Sydney;2000;Football;Football;CHI;Men;football;M;Bronze
Sydney;2000;Football;Football;CHI;Men;football;M;Bronze
Sydney;2000;Football;Football;CHI;Men;football;M;Bronze
Sydney;2000;Football;Football;CHI;Men;football;M;Bronze
Sydney;2000;Football;Football;CHI;Men;football;M;Bronze
Sydney;2000;Football;Football;CHI;Men;football;M;Bronze
Sydney;2000;Football;Football;CHI;Men;football;M;Bronze
Sydney;2000;Football;Football;CHI;Men;football;M;Bronze
Sydney;2000;Football;Football;CHI;Men;football;M;Bronze
Sydney;2000;Football;Football;CHI;Men;football;M;Bronze
Sydney;2000;Football;Football;CMR;Men;football;M;Gold
Sydney;2000;Football;Football;CMR;Men;football;M;Gold
Sydney;2000;Football;Football;CMR;Men;football;M;Gold
Sydney;2000;Football;Football;CMR;Men;football;M;Gold
Sydney;2000;Football;Football;CMR;Men;football;M;Gold
Sydney;2000;Football;Football;CMR;Men;football;M;Gold
Sydney;2000;Football;Football;CMR;Men;football;M;Gold
Sydney;2000;Football;Football;CMR;Men;football;M;Gold
Sydney;2000;Football;Football;CMR;Men;football;M;Gold
Sydney;2000;Football;Football;CMR;Men;football;M;Gold
Sydney;2000;Football;Football;CMR;Men;football;M;Gold
Sydney;2000;Football;Football;CMR;Men;football;M;Gold
Sydney;2000;Football;Football;CMR;Men;football;M;Gold
Sydney;2000;Football;Football;CMR;Men;football;M;Gold
Sydney;2000;Football;Football;CMR;Men;football;M;Gold
Sydney;2000;Football;Football;CMR;Men;football;M;Gold
Sydney;2000;Football;Football;CMR;Men;football;M;Gold
Sydney;2000;Football;Football;CMR;Men;football;M;Gold
Sydney;2000;Football;Football;ESP;Men;football;M;Silver
Sydney;2000;Football;Football;ESP;Men;football;M;Silver
Sydney;2000;Football;Football;ESP;Men;football;M;Silver
Sydney;2000;Football;Football;ESP;Men;football;M;Silver
Sydney;2000;Football;Football;ESP;Men;football;M;Silver
Sydney;2000;Football;Football;ESP;Men;football;M;Silver
Sydney;2000;Football;Football;ESP;Men;football;M;Silver
Sydney;2000;Football;Football;ESP;Men;football;M;Silver
Sydney;2000;Football;Football;ESP;Men;football;M;Silver
Sydney;2000;Football;Football;ESP;Men;football;M;Silver
Sydney;2000;Football;Football;ESP;Men;football;M;Silver
Sydney;2000;Football;Football;ESP;Men;football;M;Silver
Sydney;2000;Football;Football;ESP;Men;football;M;Silver
Sydney;2000;Football;Football;ESP;Men;football;M;Silver
Sydney;2000;Football;Football;ESP;Men;football;M;Silver
Sydney;2000;Football;Football;ESP;Men;football;M;Silver
Sydney;2000;Football;Football;ESP;Men;football;M;Silver
Sydney;2000;Football;Football;ESP;Men;football;M;Silver
Sydney;2000;Football;Football;GER;Women;football;W;Bronze
Sydney;2000;Football;Football;GER;Women;football;W;Bronze
Sydney;2000;Football;Football;GER;Women;football;W;Bronze
Sydney;2000;Football;Football;GER;Women;football;W;Bronze
Sydney;2000;Football;Football;GER;Women;football;W;Bronze
Sydney;2000;Football;Football;GER;Women;football;W;Bronze
Sydney;2000;Football;Football;GER;Women;football;W;Bronze
Sydney;2000;Football;Football;GER;Women;football;W;Bronze
Sydney;2000;Football;Football;GER;Women;football;W;Bronze
Sydney;2000;Football;Football;GER;Women;football;W;Bronze
Sydney;2000;Football;Football;GER;Women;football;W;Bronze
Sydney;2000;Football;Football;GER;Women;football;W;Bronze
Sydney;2000;Football;Football;GER;Women;football;W;Bronze
Sydney;2000;Football;Football;GER;Women;football;W;Bronze
Sydney;2000;Football;Football;GER;Women;football;W;Bronze
Sydney;2000;Football;Football;GER;Women;football;W;Bronze
Sydney;2000;Football;Football;GER;Women;football;W;Bronze
Sydney;2000;Football;Football;GER;Women;football;W;Bronze
Sydney;2000;Football;Football;NOR;Women;football;W;Gold
Sydney;2000;Football;Football;NOR;Women;football;W;Gold
Sydney;2000;Football;Football;NOR;Women;football;W;Gold
Sydney;2000;Football;Football;NOR;Women;football;W;Gold
Sydney;2000;Football;Football;NOR;Women;football;W;Gold
Sydney;2000;Football;Football;NOR;Women;football;W;Gold
Sydney;2000;Football;Football;NOR;Women;football;W;Gold
Sydney;2000;Football;Football;NOR;Women;football;W;Gold
Sydney;2000;Football;Football;NOR;Women;football;W;Gold
Sydney;2000;Football;Football;NOR;Women;football;W;Gold
Sydney;2000;Football;Football;NOR;Women;football;W;Gold
Sydney;2000;Football;Football;NOR;Women;football;W;Gold
Sydney;2000;Football;Football;NOR;Women;football;W;Gold
Sydney;2000;Football;Football;NOR;Women;football;W;Gold
Sydney;2000;Football;Football;NOR;Women;football;W;Gold
Sydney;2000;Football;Football;NOR;Women;football;W;Gold
Sydney;2000;Football;Football;NOR;Women;football;W;Gold
Sydney;2000;Football;Football;NOR;Women;football;W;Gold
Sydney;2000;Football;Football;USA;Women;football;W;Silver
Sydney;2000;Football;Football;USA;Women;football;W;Silver
Sydney;2000;Football;Football;USA;Women;football;W;Silver
Sydney;2000;Football;Football;USA;Women;football;W;Silver
Sydney;2000;Football;Football;USA;Women;football;W;Silver
Sydney;2000;Football;Football;USA;Women;football;W;Silver
Sydney;2000;Football;Football;USA;Women;football;W;Silver
Sydney;2000;Football;Football;USA;Women;football;W;Silver
Sydney;2000;Football;Football;USA;Women;football;W;Silver
Sydney;2000;Football;Football;USA;Women;football;W;Silver
Sydney;2000;Football;Football;USA;Women;football;W;Silver
Sydney;2000;Football;Football;USA;Women;football;W;Silver
Sydney;2000;Football;Football;USA;Women;football;W;Silver
Sydney;2000;Football;Football;USA;Women;football;W;Silver
Sydney;2000;Football;Football;USA;Women;football;W;Silver
Sydney;2000;Football;Football;USA;Women;football;W;Silver
Sydney;2000;Football;Football;USA;Women;football;W;Silver
Sydney;2000;Football;Football;USA;Women;football;W;Silver
Sydney;2000;Gymnastics;Artistic G.;RUS;Women;balance beam;W;Bronze
Sydney;2000;Gymnastics;Artistic G.;CHN;Women;balance beam;W;Gold
Sydney;2000;Gymnastics;Artistic G.;RUS;Women;balance beam;W;Silver
Sydney;2000;Gymnastics;Artistic G.;BUL;Men;floor exercises;M;Bronze
Sydney;2000;Gymnastics;Artistic G.;LAT;Men;floor exercises;M;Gold
Sydney;2000;Gymnastics;Artistic G.;RUS;Men;floor exercises;M;Silver
Sydney;2000;Gymnastics;Artistic G.;ROU;Women;floor exercises;W;Bronze
Sydney;2000;Gymnastics;Artistic G.;RUS;Women;floor exercises;W;Gold
Sydney;2000;Gymnastics;Artistic G.;RUS;Women;floor exercises;W;Silver
Sydney;2000;Gymnastics;Artistic G.;KOR;Men;horizontal bar;M;Bronze
Sydney;2000;Gymnastics;Artistic G.;RUS;Men;horizontal bar;M;Gold
