Vintage;Country;County;Designation;Points;Price;Province;Title;Variety;Winery
01/01/2011;Italy;Colli Orientali del Friuli;Eoos;93;$45.00;Northeastern Italy;Comelli 2011 Eoos Picolit (Colli Orientali del Friuli);Picolit;Comelli
01/01/2011;Italy;Salento;Lunalba;85;$13.00;Southern Italy;Miali 2011 Lunalba Chardonnay (Salento);Chardonnay;Miali
01/01/2011;Italy;Chianti Superiore;Cerretello;89;$21.00;Tuscany;Pieve de' Pitti 2011 Cerretello (Chianti Superiore);Red Blend;Pieve de' Pitti
01/01/2011;France;Bordeaux SupÇrieur;Heritage;90;$20.00;Bordeaux;ChÉteau Darzac 2011 Heritage (Bordeaux SupÇrieur);Bordeaux-style Red Blend;ChÉteau Darzac
01/01/2011;Italy;Chianti Classico;Vigna La Casina Riserva;89;$60.00;Tuscany;Casina di Cornia 2011 Vigna La Casina Riserva (Chianti Classico);Sangiovese;Casina di Cornia
01/01/2011;France;Beaujolais-Villages;Nouveau;84;$11.00;Beaujolais;Georges Duboeuf 2011 Nouveau (Beaujolais-Villages);Gamay;Georges Duboeuf
01/01/2011;Italy;Terre del Volturno;Hero;88;$24.00;Southern Italy;Selvanova 2011 Hero Pallagrello Nero (Terre del Volturno);Pallagrello Nero;Selvanova
01/01/2011;Italy;Chianti Classico;Borro del Diavolo Riserva;87;$29.00;Tuscany;Ormanni 2011 Borro del Diavolo Riserva (Chianti Classico);Sangiovese;Ormanni
01/01/2011;France;Saumur;Saphir Brut Vintage;90;$17.00;Loire Valley;Bouvet-Ladubay 2011 Saphir Brut Vintage (Saumur);Sparkling Blend;Bouvet-Ladubay
01/01/2011;Italy;Toscana;Alto;93;$65.00;Tuscany;Petra 2011 Alto Sangiovese (Toscana);Sangiovese;Petra
01/01/2011;Italy;Sicilia;Cub«™a;88;$21.00;Sicily & Sardinia;Cusumano 2011 Cub«™a Insolia (Sicilia);Insolia;Cusumano
01/01/2011;Italy;Toscana;Rosa di Fonterenza;83;$19.00;Tuscany;Fonterenza 2011 Rosa di Fonterenza Rosato (Toscana);Rosato;Fonterenza
01/01/2011;France;Cìtes de Provence;CuvÇe Carolle;85;$13.00;Provence;Domaine de la Sauveuse 2011 CuvÇe Carolle RosÇ (Cìtes de Provence);RosÇ;Domaine de la Sauveuse
01/01/2011;France;Savenniäres;Clos du Papillon;92;$45.00;Loire Valley;Domaine des Baumard 2011 Clos du Papillon (Savenniäres);Chenin Blanc;Domaine des Baumard
01/01/2011;Italy;Isola dei Nuraghi;Essentija;91;$30.00;Sicily & Sardinia;Pala 2011 Essentija Bovale (Isola dei Nuraghi);Bovale;Pala
01/01/2011;France;Rully;ChÉteau de Rully CuvÇe R. de Ternay;89;$30.00;Burgundy;Antonin Rodet 2011 ChÉteau de Rully CuvÇe R. de Ternay (Rully);Chardonnay;Antonin Rodet
01/01/2011;France;Savigny-läs-Beaune;Hauts Marconnets Premier Cru;88;$45.00;Burgundy;Domaine Chanson 2011 Hauts Marconnets Premier Cru (Savigny-läs-Beaune);Chardonnay;Domaine Chanson
01/01/2011;Italy;Cannonau di Sardegna;Corona Majore;87;$30.00;Sicily & Sardinia;Tenute Soletta 2011 Corona Majore (Cannonau di Sardegna);Cannonau;Tenute Soletta
01/01/2011;Italy;Moscato d'Asti;Ferlingot;86;$13.00;Piedmont;Arbiola 2011 Ferlingot (Moscato d'Asti);Moscato;Arbiola
01/01/2011;France;Alsace;Edelzwicker;85;$15.00;Alsace;Wolfberger 2011 Edelzwicker White (Alsace);White Blend;Wolfberger
01/01/2011;France;Bourgogne Hautes Cìtes de Nuits;Les Dames Huguettes;87;$20.00;Burgundy;Nuiton-Beaunoy 2011 Les Dames Huguettes (Bourgogne Hautes Cìtes de Nuits);Pinot Noir;Nuiton-Beaunoy
01/01/2011;France;Costiäres de Nåmes;1753;89;$15.00;Rhìne Valley;ChÉteau de Campuget 2011 1753 Syrah (Costiäres de Nåmes);Syrah;ChÉteau de Campuget
01/01/2011;France;Lussac Saint-êmilion;CuvÇe Prestige;88;$40.00;Bordeaux;ChÉteau des Landes 2011 CuvÇe Prestige (Lussac Saint-êmilion);Bordeaux-style Red Blend;ChÉteau des Landes
01/01/2011;Italy;Chianti Classico;Castelgreve;89;$20.00;Tuscany;Castelli del Grevepesa 2011 Castelgreve (Chianti Classico);Sangiovese;Castelli del Grevepesa
01/01/2011;France;Cìtes du Marmandais;ChÉteau Terrebert;87;$12.00;Southwest France;Cave du Marmandais 2011 ChÉteau Terrebert Malbec (Cìtes du Marmandais);Malbec;Cave du Marmandais
01/01/2011;Italy;Barbaresco;Asili Riserva;94;$58.00;Piedmont;Produttori del Barbaresco 2011 Asili Riserva (Barbaresco);Nebbiolo;Produttori del Barbaresco
01/01/2011;Italy;Barolo;Torriglione;87;$48.00;Piedmont;Mario Gagliasso 2011 Torriglione (Barolo);Nebbiolo;Mario Gagliasso
01/01/2011;Italy;Soave Classico Superiore;Foscarin Slavinus;88;$30.00;Veneto;Monte Tondo 2011 Foscarin Slavinus (Soave Classico Superiore);Garganega;Monte Tondo
01/01/2011;Italy;Barolo;del Comune di Barolo;92;$90.00;Piedmont;Marchesi di Barolo 2011 del Comune di Barolo (Barolo);Nebbiolo;Marchesi di Barolo
01/01/2011;France;Lalande de Pomerol;Baronne de Siaurac;90;$15.00;Bordeaux;ChÉteau Siaurac 2011 Baronne de Siaurac (Lalande de Pomerol);Merlot;ChÉteau Siaurac
01/01/2011;France;Alsace;CuvÇe Particuliäre;84;$15.00;Alsace;Klipfel 2011 CuvÇe Particuliäre Riesling (Alsace);Riesling;Klipfel
01/01/2011;France;Alsace;RÇserve;88;$18.00;Alsace;Domaine Weinbach 2011 RÇserve Pinot Blanc (Alsace);Pinot Blanc;Domaine Weinbach
01/01/2011;France;Condrieu;Les Rouelles;92;$60.00;Rhìne Valley;Gilles Flacher 2011 Les Rouelles (Condrieu);Viognier;Gilles Flacher
01/01/2011;Italy;Barbera d'Alba;Barilot;87;$25.00;Piedmont;Manzone 2011 Barilot (Barbera d'Alba);Barbera;Manzone
01/01/2011;France;Saint-Aubin;Sur Gamay Premier Cru;91;$42.00;Burgundy;Jean-Claude Boisset 2011 Sur Gamay Premier Cru (Saint-Aubin);Chardonnay;Jean-Claude Boisset
01/01/2011;Italy;Vino Nobile di Montepulciano;Rubinoro;87;$25.00;Tuscany;Vecchia Cantina di Montepulciano 2011 Rubinoro (Vino Nobile di Montepulciano);Red Blend;Vecchia Cantina di Montepulciano
01/01/2011;Italy;Alto Adige;Eichhorn;89;$32.00;Northeastern Italy;Manincor 2011 Eichhorn Pinot Bianco (Alto Adige);Pinot Bianco;Manincor
01/01/2011;Italy;Barbaresco;Basarin Vigna Gianmatä;86;$55.00;Piedmont;Giacosa Fratelli 2011 Basarin Vigna Gianmatä (Barbaresco);Nebbiolo;Giacosa Fratelli
01/01/2011;France;Bourgogne;Laforet;85;$13.00;Burgundy;Joseph Drouhin 2011 Laforet (Bourgogne);Chardonnay;Joseph Drouhin
01/01/2011;France;Beaune;Clos Saint-DÇsirÇ;90;$40.00;Burgundy;Louis Latour 2011 Clos Saint-DÇsirÇ (Beaune);Chardonnay;Louis Latour
01/01/2011;Italy;Toscana;Dogajolo;87;$12.00;Tuscany;Carpineto 2011 Dogajolo Red (Toscana);Red Blend;Carpineto
01/01/2011;France;Alsace;CuvÇe Engel;88;$18.00;Alsace;Domaine Fernand Engel 2011 CuvÇe Engel Gewurztraminer (Alsace);GewÅrztraminer;Domaine Fernand Engel
01/01/2011;Italy;Morellino di Scansano;Santa Maria;85;$18.00;Tuscany;Marchesi de' Frescobaldi 2011 Santa Maria (Morellino di Scansano);Red Blend;Marchesi de' Frescobaldi
01/01/2011;Italy;Chianti Rufina;Nipozzano Riserva;90;$28.00;Tuscany;Marchesi de' Frescobaldi 2011 Nipozzano Riserva (Chianti Rufina);Red Blend;Marchesi de' Frescobaldi
01/01/2011;Italy;Chianti Classico;Riserva;93;$40.00;Tuscany;Castello di Verrazzano 2011 Riserva (Chianti Classico);Red Blend;Castello di Verrazzano
01/01/2011;Italy;Sicilia;Triskelä;89;$40.00;Sicily & Sardinia;Duca di Salaparuta 2011 Triskelä Red (Sicilia);Red Blend;Duca di Salaparuta
01/01/2011;Italy;Colli della Toscana Centrale;Ventoso;85;$9.00;Tuscany;Piazzano 2011 Ventoso Red (Colli della Toscana Centrale);Red Blend;Piazzano
01/01/2011;France;Morgon;Hiver Gourmand;89;$14.00;Beaujolais;Vignerons de Bel Air 2011 Hiver Gourmand (Morgon);Gamay;Vignerons de Bel Air
01/01/2011;Italy;Soave;San Brizio;86;$20.00;Veneto;La Cappuccina 2011 San Brizio (Soave);Garganega;La Cappuccina
01/01/2011;Italy;Bolgheri Superiore;Sor Ugo;85;$35.00;Tuscany;Aia Vecchia 2011 Sor Ugo (Bolgheri Superiore);Red Blend;Aia Vecchia
01/01/2011;France;Cìtes de Provence;CuvÇe Premiäre;85;$13.00;Provence;ChÉteau Deffends 2011 CuvÇe Premiäre RosÇ (Cìtes de Provence);RosÇ;ChÉteau Deffends
01/01/2011;Italy;Verdicchio dei Castelli di Jesi Classico;Ambrosia Riserva;88;$20.00;Central Italy;Vignamato 2011 Ambrosia Riserva (Verdicchio dei Castelli di Jesi Classico);Verdicchio;Vignamato
01/01/2011;France;Vin de Pays Var;Wild Boar;88;$14.00;Provence;ChÉteau Routas 2011 Wild Boar Cabernet Sauvignon (Vin de Pays Var);Cabernet Sauvignon;ChÉteau Routas
01/01/2011;France;Saint-êmilion;Petit Cantenac;86;$45.00;Bordeaux;Clos Cantenac 2011 Petit Cantenac (Saint-êmilion);Bordeaux-style Red Blend;Clos Cantenac
01/01/2011;Italy;Frascati Superiore;Poggio Verde;88;$18.00;Central Italy;Principe Pallavicini 2011 Poggio Verde (Frascati Superiore);White Blend;Principe Pallavicini
01/01/2011;Italy;Collio;Molamatta;88;$23.00;Northeastern Italy;Marco Felluga 2011 Molamatta White (Collio);White Blend;Marco Felluga
01/01/2011;Italy;Barolo;Rocche di Castiglione;92;$95.00;Piedmont;Brovia 2011 Rocche di Castiglione (Barolo);Nebbiolo;Brovia
01/01/2011;Italy;Maremma Toscana;Tenuta Belguardo;90;$50.00;Tuscany;Mazzei 2011 Tenuta Belguardo (Maremma Toscana);Red Blend;Mazzei
01/01/2011;Italy;Toscana;Lavinia Maria;93;$180.00;Tuscany;Tenuta Argentiera 2011 Lavinia Maria Cabernet Franc (Toscana);Cabernet Franc;Tenuta Argentiera
01/01/2011;France;Fronton;Si Noire;90;$24.00;Southwest France;ChÉteau Flotis 2011 Si Noire Negrette (Fronton);Negrette;ChÉteau Flotis
01/01/2011;France;Bourgogne;Le ClÇ Saint-Pierre;85;$17.00;Burgundy;Mommessin 2011 Le ClÇ Saint-Pierre (Bourgogne);Pinot Noir;Mommessin
01/01/2011;France;Gers;Piaffer;87;$27.00;Southwest France;Domaine de Gensac 2011 Piaffer Red (Gers);Red Blend;Domaine de Gensac
01/01/2011;Italy;Terre del Volturno;Hero;88;$24.00;Southern Italy;Selvanova 2011 Hero Pallagrello Nero (Terre del Volturno);Pallagrello Nero;Selvanova
01/01/2011;Italy;Alto Adige;Linticlarus Riserva;89;$40.00;Northeastern Italy;Tiefenbrunner 2011 Linticlarus Riserva Pinot Nero (Alto Adige);Pinot Nero;Tiefenbrunner
01/01/2011;Italy;Barbera d'Alba Superiore;Massucchi;88;$35.00;Piedmont;Sordo 2011 Massucchi (Barbera d'Alba Superiore);Barbera;Sordo
01/01/2011;Italy;Valpolicella;R«¶verie;86;$27.00;Veneto;Zymä 2011 R«¶verie (Valpolicella);Corvina, Rondinella, Molinara;Zymä
01/01/2011;Italy;Alta Langa;Extra Brut Metodo Classico;90;$49.00;Piedmont;Fontanafredda 2011 Extra Brut Metodo Classico Sparkling (Alta Langa);Sparkling Blend;Fontanafredda
01/01/2011;Italy;Toscana;Per Sempre;89;$300.00;Tuscany;Tua Rita 2011 Per Sempre Syrah (Toscana);Syrah;Tua Rita
01/01/2011;France;Alsace;Praelatenberg Grand Cru;90;$22.00;Alsace;Domaine Allimant-Laugner 2011 Praelatenberg Grand Cru Riesling (Alsace);Riesling;Domaine Allimant-Laugner
01/01/2011;France;Alsace;Furstentum Grand Cru;91;$28.00;Alsace;Cave de Kientzheim-Kaysersberg 2011 Furstentum Grand Cru Gewurztraminer (Alsace);GewÅrztraminer;Cave de Kientzheim-Kaysersberg
01/01/2011;Italy;Sangiovese di Romagna Superiore;Ceregio;86;$15.00;Central Italy;Fattoria Zerbina 2011 Ceregio (Sangiovese di Romagna Superiore);Sangiovese;Fattoria Zerbina
01/01/2011;France;Bordeaux SupÇrieur;CuvÇe Gallus;85;$10.00;Bordeaux;ChÉteau la France 2011 CuvÇe Gallus (Bordeaux SupÇrieur);Bordeaux-style Red Blend;ChÉteau la France
01/01/2011;Italy;Toscana;Basilica del Cortaccio;89;$50.00;Tuscany;Cafaggio 2011 Basilica del Cortaccio Cabernet Sauvignon (Toscana);Cabernet Sauvignon;Cafaggio
01/01/2011;Italy;Veneto;Brentino;87;$18.00;Veneto;Maculan 2011 Brentino Red (Veneto);Red Blend;Maculan
01/01/2011;France;Alsace;Tradition;87;$20.00;Alsace;Sipp Mack 2011 Tradition Pinot Noir (Alsace);Pinot Noir;Sipp Mack
01/01/2011;Italy;Maremma Toscana;Valcolomba;88;$15.00;Tuscany;Carpineto 2011 Valcolomba Vermentino (Maremma Toscana);Vermentino;Carpineto
01/01/2011;Italy;Barbaresco;RabajÖ Riserva;91;$55.00;Piedmont;Castello di Verduno 2011 RabajÖ Riserva (Barbaresco);Nebbiolo;Castello di Verduno
01/01/2011;Italy;Chianti Classico;Tommaso Bojola Riserva;85;$57.00;Tuscany;La Castellina 2011 Tommaso Bojola Riserva (Chianti Classico);Red Blend;La Castellina
01/01/2011;Italy;Toscana;Scrio;90;$175.00;Tuscany;Le Macchiole 2011 Scrio Syrah (Toscana);Syrah;Le Macchiole
01/01/2011;France;Alsace;Portrait;88;$18.00;Alsace;Domaine Zinck 2011 Portrait Pinot Gris (Alsace);Pinot Gris;Domaine Zinck
01/01/2011;France;Lalande de Pomerol;CuvÇe Reine;88;$30.00;Bordeaux;ChÉteau de Roquebrune 2011 CuvÇe Reine (Lalande de Pomerol);Bordeaux-style Red Blend;ChÉteau de Roquebrune
01/01/2011;Italy;Brunello di Montalcino;Vigna delle Raunate;85;$48.00;Tuscany;Mocali 2011 Vigna delle Raunate (Brunello di Montalcino);Sangiovese;Mocali
01/01/2011;France;Fronton;La NÇgrette de Bouissel;89;$19.00;Southwest France;ChÉteau Bouissel 2011 La NÇgrette de Bouissel Negrette (Fronton);Negrette;ChÉteau Bouissel
01/01/2011;Italy;Fiano di Avellino;Apianum;89;$21.00;Southern Italy;Salvatore Molettieri 2011 Apianum (Fiano di Avellino);Fiano;Salvatore Molettieri
01/01/2011;Italy;Toscana;Coevo;90;$90.00;Tuscany;Cecchi 2011 Coevo Red (Toscana);Red Blend;Cecchi
01/01/2011;France;Savigny-läs-Beaune;Les Pimentiers;89;$38.00;Burgundy;Domaine Jean Petitot et Fils 2011 Les Pimentiers (Savigny-läs-Beaune);Pinot Noir;Domaine Jean Petitot et Fils
01/01/2011;Italy;Alto Adige;Nova Domus Riserva;91;$60.00;Northeastern Italy;Cantina Terlano 2011 Nova Domus Riserva White (Alto Adige);White Blend;Cantina Terlano
01/01/2011;Italy;Barolo;Monvigliero;91;$75.00;Piedmont;Fratelli Alessandria 2011 Monvigliero (Barolo);Nebbiolo;Fratelli Alessandria
01/01/2011;France;Alsace;Le;85;$20.00;Alsace;Gustave Lorentz 2011 Le RosÇ (Alsace);RosÇ;Gustave Lorentz
01/01/2011;Italy;Val di Neto;Magno Megonio;90;$25.00;Southern Italy;Librandi 2011 Magno Megonio Magliocco (Val di Neto);Magliocco;Librandi
01/01/2011;France;Chablis;La PierrelÇe;87;$22.00;Burgundy;La Chablisienne 2011 La PierrelÇe (Chablis);Chardonnay;La Chablisienne
01/01/2011;Italy;Bolgheri;Scirä;87;$16.00;Tuscany;Ceralti 2011 Scirä (Bolgheri);Red Blend;Ceralti
01/01/2011;Italy;Chianti Classico;Riserva;86;$30.00;Tuscany;Castello di Selvole 2011 Riserva (Chianti Classico);Red Blend;Castello di Selvole
01/01/2011;Italy;Chianti Classico;Il Margone Gran Selezione;92;$45.00;Tuscany;Il Molino di Grace 2011 Il Margone Gran Selezione (Chianti Classico);Sangiovese;Il Molino di Grace
01/01/2011;France;Sauternes;Lafleur Mallet;86;$25.00;Bordeaux;Cheval Quancard 2011 Lafleur Mallet (Sauternes);Bordeaux-style White Blend;Cheval Quancard
01/01/2011;Italy;Vittoria;Il;88;$20.00;Sicily & Sardinia;Valle dell'Acate 2011 Il Frappato (Vittoria);Frappato;Valle dell'Acate
01/01/2011;Italy;Valpolicella Ripasso;Torre del Falasco;87;$17.00;Veneto;Cantina Sociale della Valpantena 2011 Torre del Falasco (Valpolicella Ripasso);Red Blend;Cantina Sociale della Valpantena
01/01/2011;Italy;Alta Langa;Silv«™ RosÇ Riserva Metodo Classico;91;$30.00;Piedmont;Colombo 2011 Silv«™ RosÇ Riserva Metodo Classico Pinot Nero (Alta Langa);Pinot Nero;Colombo
01/01/2011;France;Alsace;Clos St SÇbastien;89;$35.00;Alsace;Domaine Charles Frey 2011 Clos St SÇbastien Gewurztraminer (Alsace);GewÅrztraminer;Domaine Charles Frey
01/01/2011;Italy;Bolgheri;Caccia al Palazzo;86;$30.00;Tuscany;Tenuta di Vaira 2011 Caccia al Palazzo (Bolgheri);Red Blend;Tenuta di Vaira
01/01/2011;Italy;Barbaresco;Bordini;89;$47.00;Piedmont;Elvio Cogno 2011 Bordini (Barbaresco);Nebbiolo;Elvio Cogno
01/01/2011;Italy;Orvieto Classico Superiore;Vi No SO2;83;$25.00;Central Italy;Barberani 2011 Vi No SO2 (Orvieto Classico Superiore);White Blend;Barberani
01/01/2011;Italy;Orvieto Classico Superiore;Decugnano Bianco;88;$28.00;Central Italy;Decugnano dei Barbi 2011 Decugnano Bianco (Orvieto Classico Superiore);White Blend;Decugnano dei Barbi
01/01/2011;Italy;Barbaresco;Rio Sordo;89;$97.00;Piedmont;Ca'Romä 2011 Rio Sordo (Barbaresco);Nebbiolo;Ca'Romä
01/01/2011;France;Bordeaux Blanc;Chai de Bordes;87;$12.00;Bordeaux;Cheval Quancard 2011 Chai de Bordes (Bordeaux Blanc);Bordeaux-style White Blend;Cheval Quancard
01/01/2011;Italy;Soave Classico;CÖ Visco;88;$18.00;Veneto;Coffele 2011 CÖ Visco (Soave Classico);Garganega;Coffele
01/01/2011;Italy;Sicilia;Fatagione;88;$25.00;Sicily & Sardinia;Cottanera 2011 Fatagione Red (Sicilia);Red Blend;Cottanera
01/01/2011;France;Cìtes du Tarn;CuvÇe Germain;91;$16.00;Southwest France;Domaine D'en SÇgur 2011 CuvÇe Germain Red (Cìtes du Tarn);Bordeaux-style Red Blend;Domaine D'en SÇgur
01/01/2011;Italy;Friuli Isonzo;Vieris;86;$43.00;Northeastern Italy;Vie di Romans 2011 Vieris Sauvignon (Friuli Isonzo);Sauvignon;Vie di Romans
01/01/2011;Italy;Barolo;Rocche di Castiglione;90;$200.00;Piedmont;Vietti 2011 Rocche di Castiglione (Barolo);Nebbiolo;Vietti
01/01/2011;France;Castillon Cìtes de Bordeaux;ChÉteau de Monrecueil;87;$15.00;Bordeaux;ChÉteau de Belcier 2011 ChÉteau de Monrecueil (Castillon Cìtes de Bordeaux);Bordeaux-style Red Blend;ChÉteau de Belcier
01/01/2011;Italy;Barbera d'Alba;Sovrana;88;$23.00;Piedmont;Beni di Batasiolo 2011 Sovrana (Barbera d'Alba);Barbera;Beni di Batasiolo
01/01/2011;France;CrÇmant de Bourgogne;Egarade;91;$26.00;Burgundy;Bailly-Lapierre 2011 Egarade (CrÇmant de Bourgogne);Champagne Blend;Bailly-Lapierre
01/01/2011;Italy;Barolo;Terlo Vigna Costa Grimaldi;91;$97.00;Piedmont;Poderi Luigi Einaudi 2011 Terlo Vigna Costa Grimaldi (Barolo);Nebbiolo;Poderi Luigi Einaudi
01/01/2011;Italy;Toscana;Il Borgo;89;$57.00;Tuscany;Cabreo 2011 Il Borgo Red (Toscana);Red Blend;Cabreo
01/01/2011;Italy;Valpolicella Classico Superiore;Le Bessole;88;$24.00;Veneto;Accordini Igino 2011 Le Bessole (Valpolicella Classico Superiore);Red Blend;Accordini Igino
01/01/2011;Italy;Sicilia;«? 100 Per Cento Unoaked;86;$11.00;Sicily & Sardinia;Orion Wine 2011 «? 100 Per Cento Unoaked Chardonnay (Sicilia);Chardonnay;Orion Wine
01/01/2011;Italy;Rosso Conero;Uve di;87;$12.00;Central Italy;Marchetti 2011 Uve di (Rosso Conero);Montepulciano;Marchetti
01/01/2011;France;Alsace;Grand Cru Hengst;92;$30.00;Alsace;Wunsch & Mann 2011 Grand Cru Hengst Gewurztraminer (Alsace);GewÅrztraminer;Wunsch & Mann
01/01/2011;Italy;Terre Siciliane;Quater;88;$22.00;Sicily & Sardinia;Firriato 2011 Quater Red (Terre Siciliane);Red Blend;Firriato
01/01/2011;France;Beaujolais;CuvÇe Rochebonne;85;$17.00;Beaujolais;Trenel Fils 2011 CuvÇe Rochebonne (Beaujolais);Gamay;Trenel Fils
01/01/2011;France;Sancerre;Les Belles Vignes;88;$28.00;Loire Valley;Fournier Päre et Fils 2011 Les Belles Vignes (Sancerre);Sauvignon Blanc;Fournier Päre et Fils
01/01/2011;France;Pommard;Premier Cru;92;$80.00;Burgundy;Bouchard Päre & Fils 2011 Premier Cru (Pommard);Pinot Noir;Bouchard Päre & Fils
01/01/2011;Italy;Barolo;La Serra;91;$70.00;Piedmont;Alberto Voerzio 2011 La Serra (Barolo);Nebbiolo;Alberto Voerzio
01/01/2011;Italy;Toscana;Terre di Lavinia;87;$30.00;Tuscany;Casa di Terra 2011 Terre di Lavinia Vermentino (Toscana);Vermentino;Casa di Terra
01/01/2011;France;Muscadet Sävre et Maine;Vieilles Vignes Sur Lie;89;$16.00;Loire Valley;ChÉteau de la Ragotiere 2011 Vieilles Vignes Sur Lie (Muscadet Sävre et Maine);Melon;ChÉteau de la Ragotiere
01/01/2011;Italy;Montepulciano d'Abruzzo;Ilico;88;$17.00;Central Italy;Illuminati Dino 2011 Ilico (Montepulciano d'Abruzzo);Red Blend;Illuminati Dino
01/01/2011;Italy;Campania;Dubl +;92;$44.00;Southern Italy;Feudi di San Gregorio 2011 Dubl + Greco (Campania);Greco;Feudi di San Gregorio
01/01/2011;Italy;Vino Nobile di Montepulciano;Riserva;89;$40.00;Tuscany;Canneto 2011 Riserva (Vino Nobile di Montepulciano);Red Blend;Canneto
01/01/2011;France;Saint-êmilion;DÇlice du PrieurÇ;88;$50.00;Bordeaux;ChÉteau le PrieurÇ 2011 DÇlice du PrieurÇ (Saint-êmilion);Bordeaux-style Red Blend;ChÉteau le PrieurÇ
01/01/2011;Italy;Barbaresco;Bric Turot;93;$71.00;Piedmont;Prunotto 2011 Bric Turot (Barbaresco);Nebbiolo;Prunotto
01/01/2011;France;Alsace;Clos Saint-ThÇobald Rangen Grand Cru;93;$53.00;Alsace;Domaine Schoffit 2011 Clos Saint-ThÇobald Rangen Grand Cru Pinot Gris (Alsace);Pinot Gris;Domaine Schoffit
01/01/2011;Italy;Sicilia;Adänzia;89;$29.00;Sicily & Sardinia;Baglio del Cristo di Campobello 2011 Adänzia Red (Sicilia);Red Blend;Baglio del Cristo di Campobello
01/01/2011;Italy;Sicilia;Gradiva;86;$15.00;Sicily & Sardinia;Casa di Grazia 2011 Gradiva Nero d'Avola (Sicilia);Nero d'Avola;Casa di Grazia
01/01/2011;Italy;Vino Nobile di Montepulciano;Riserva;87;$35.00;Tuscany;Le Bärne 2011 Riserva (Vino Nobile di Montepulciano);Red Blend;Le Bärne
01/01/2011;France;Juranáon;SÇduction;90;$21.00;Southwest France;ChÉteau de Jurque 2011 SÇduction (Juranáon);Petit Manseng;ChÉteau de Jurque
01/01/2011;France;Bordeaux;Les Hauts de Bel-Air;85;$10.00;Bordeaux;Maison Sichel 2011 Les Hauts de Bel-Air (Bordeaux);Bordeaux-style Red Blend;Maison Sichel
01/01/2011;Italy;Barolo;Cerequio;94;$101.00;Piedmont;Michele Chiarlo 2011 Cerequio (Barolo);Nebbiolo;Michele Chiarlo
01/01/2011;France;Alsace;Tradition;87;$20.00;Alsace;Sipp Mack 2011 Tradition Riesling (Alsace);Riesling;Sipp Mack
01/01/2011;France;Cahors;Triguedina Petit Clos;86;$20.00;Southwest France;Jean-Luc Baldäs 2011 Triguedina Petit Clos Malbec-Merlot (Cahors);Malbec-Merlot;Jean-Luc Baldäs
01/01/2011;Italy;Chianti Classico;Il Puro Gran Selezione;92;$150.00;Tuscany;Volpaia 2011 Il Puro Gran Selezione (Chianti Classico);Sangiovese;Volpaia
01/01/2011;Italy;Bolgheri Superiore;Greppicaia;92;$50.00;Tuscany;I Greppi 2011 Greppicaia (Bolgheri Superiore);Red Blend;I Greppi
01/01/2011;Italy;Toscana;Nobilis;88;$35.00;Tuscany;Terre del Marchesato 2011 Nobilis Vermentino (Toscana);Vermentino;Terre del Marchesato
01/01/2011;Italy;Sicilia;Il Moro;89;$27.00;Sicily & Sardinia;Valle dell'Acate 2011 Il Moro Nero d'Avola (Sicilia);Nero d'Avola;Valle dell'Acate
01/01/2011;Italy;Chianti Classico;Terre di Prenzano;87;$15.00;Tuscany;Vignamaggio 2011 Terre di Prenzano (Chianti Classico);Sangiovese;Vignamaggio
01/01/2011;Italy;Romagna;Bartimeo;84;$14.00;Central Italy;Stefano Berti 2011 Bartimeo Sangiovese (Romagna);Sangiovese;Stefano Berti
01/01/2011;Italy;Moscato d'Asti;Giorgia;88;$19.00;Piedmont;Cascina La Ghersa 2011 Giorgia (Moscato d'Asti);Moscato;Cascina La Ghersa
01/01/2011;Italy;Toscana;Pietramaggio;86;$11.00;Tuscany;Fattoria di Grignano 2011 Pietramaggio Red (Toscana);Red Blend;Fattoria di Grignano
01/01/2011;Italy;Barolo;Cannubi Boschis;90;$70.00;Piedmont;Cantina del Nebbiolo 2011 Cannubi Boschis (Barolo);Nebbiolo;Cantina del Nebbiolo
01/01/2011;Italy;Lugana Superiore;Molceo;92;$30.00;Lombardy;Ottella 2011 Molceo (Lugana Superiore);Turbiana;Ottella
01/01/2011;France;Beaujolais;Nouveau;85;$10.00;Beaujolais;Joseph Drouhin 2011 Nouveau (Beaujolais);Gamay;Joseph Drouhin
01/01/2011;Italy;Ghemme;Dei Mazzoni;90;$40.00;Piedmont;Tiziano Mazzoni 2011 Dei Mazzoni (Ghemme);Nebbiolo;Tiziano Mazzoni
01/01/2011;France;Alsace;RÇserve;93;$40.00;Alsace;Trimbach 2011 RÇserve Riesling (Alsace);Riesling;Trimbach
01/01/2011;France;Sancerre;ChÉteau de Fontaine-Audon;87;$35.00;Loire Valley;Langlois-Chateau 2011 ChÉteau de Fontaine-Audon (Sancerre);Sauvignon Blanc;Langlois-Chateau
01/01/2011;Italy;Amarone della Valpolicella;Coste Bianche;87;$52.00;Veneto;Tenute Fiorebelli 2011 Coste Bianche (Amarone della Valpolicella);Corvina;Tenute Fiorebelli
01/01/2011;France;Alsace;Schlossberg Grand Cru;96;$37.00;Alsace;Domaine Weinbach 2011 Schlossberg Grand Cru Riesling (Alsace);Riesling;Domaine Weinbach
01/01/2011;Italy;Sicilia;Tirsat;86;$26.00;Sicily & Sardinia;Gurra di Mare 2011 Tirsat White (Sicilia);White Blend;Gurra di Mare
