Vintage;Country;County;Designation;Points;Price;Province;Title;Variety;Winery
01/01/2009;Italy;Umbria;Phi Natura Armonia;91;$49.00;Central Italy;Tenuta Vitalonga 2009 Phi Natura Armonia Red (Umbria);Red Blend;Tenuta Vitalonga
01/01/2009;Italy;Brunello di Montalcino;Campo del Drago;86;$80.00;Tuscany;Castiglion del Bosco 2009 Campo del Drago (Brunello di Montalcino);Sangiovese;Castiglion del Bosco
01/01/2009;France;Cornas;Les Ruchets;93;$84.00;Rhìne Valley;Jean-Luc Colombo 2009 Les Ruchets (Cornas);Syrah;Jean-Luc Colombo
01/01/2009;Italy;Bolgheri Superiore;Baia al Vento;92;$33.00;Tuscany;Campo al Mare 2009 Baia al Vento (Bolgheri Superiore);Red Blend;Campo al Mare
01/01/2009;Italy;Franciacorta;Brut Nature;87;$45.00;Lombardy;Ronco Calino 2009 Brut Nature Sparkling (Franciacorta);Sparkling Blend;Ronco Calino
01/01/2009;Italy;Brunello di Montalcino;Poggio Abate Riserva;90;$81.00;Tuscany;Tenute del Cerro 2009 Poggio Abate Riserva (Brunello di Montalcino);Sangiovese;Tenute del Cerro
01/01/2009;France;ChÉteauneuf-du-Pape;Domaine La Crau des Papes;92;$44.00;Rhìne Valley;Louis Bernard 2009 Domaine La Crau des Papes Red (ChÉteauneuf-du-Pape);Rhìne-style Red Blend;Louis Bernard
01/01/2009;France;Saint-Joseph;Terre de Granit;87;$28.00;Rhìne Valley;Cave de Tain 2009 Terre de Granit (Saint-Joseph);Syrah;Cave de Tain
01/01/2009;France;Madiran;ChÉteau BouscassÇ;94;$20.00;Southwest France;Alain Brumont 2009 ChÉteau BouscassÇ Red (Madiran);Red Blend;Alain Brumont
01/01/2009;France;Sauternes;CuvÇe Exceptionelle;90;$40.00;Bordeaux;ChÉteau Simon 2009 CuvÇe Exceptionelle (Sauternes);Bordeaux-style White Blend;ChÉteau Simon
01/01/2009;Italy;Isola dei Nuraghi;Essentija;89;$30.00;Sicily & Sardinia;Pala 2009 Essentija Bovale (Isola dei Nuraghi);Bovale;Pala
01/01/2009;France;Saint-Aubin;Le Charmois Premier Cru;86;$30.00;Burgundy;Michel Picard 2009 Le Charmois Premier Cru (Saint-Aubin);Pinot Noir;Michel Picard
01/01/2009;Italy;Chianti Classico;Bellezza Riserva;91;$30.00;Tuscany;Castello di Gabbiano 2009 Bellezza Riserva (Chianti Classico);Sangiovese;Castello di Gabbiano
01/01/2009;France;Bourgogne;MillÇnaire;88;$26.00;Burgundy;Henri de Villamont 2009 MillÇnaire (Bourgogne);Chardonnay;Henri de Villamont
01/01/2009;Italy;Salina;Capofaro;93;$66.00;Sicily & Sardinia;Tasca d'Almerita 2009 Capofaro Malvasia (Salina);Malvasia;Tasca d'Almerita
01/01/2009;France;Cìtes du Rhìne;Samorâns;89;$14.00;Rhìne Valley;Ferraton Pere et Fils 2009 Samorâns Red (Cìtes du Rhìne);Rhìne-style Red Blend;Ferraton Pere et Fils
01/01/2009;Italy;Friuli Isonzo;Gris;89;$28.00;Northeastern Italy;Lis Neris 2009 Gris Pinot Grigio (Friuli Isonzo);Pinot Grigio;Lis Neris
01/01/2009;Italy;Sicilia;Tancredi;89;$45.00;Sicily & Sardinia;Donnafugata 2009 Tancredi Red (Sicilia);Red Blend;Donnafugata
01/01/2009;Italy;Chianti Classico;Riserva Castello di Bibbione;90;$38.00;Tuscany;Castelli del Grevepesa 2009 Riserva Castello di Bibbione (Chianti Classico);Sangiovese;Castelli del Grevepesa
01/01/2009;France;Vouvray;Clos du Bourg Premiäre Trie Moelleux;97;$69.00;Loire Valley;Domaine Huât 2009 Clos du Bourg Premiäre Trie Moelleux (Vouvray);Chenin Blanc;Domaine Huât
01/01/2009;France;Madiran;Dou Barringuet;94;$40.00;Southwest France;ChÉteau de Gayon 2009 Dou Barringuet Tannat-Cabernet (Madiran);Tannat-Cabernet;ChÉteau de Gayon
01/01/2009;Italy;Cortona;Solitario;87;$45.00;Tuscany;Leuta 2009 Solitario Sangiovese (Cortona);Sangiovese;Leuta
01/01/2009;Italy;Venezia Giulia;Ponka;86;$22.00;Northeastern Italy;Paraschos 2009 Ponka White (Venezia Giulia);White Blend;Paraschos
01/01/2009;France;Cahors;La Roque;91;$25.00;Southwest France;Mas del PÇriÇ 2009 La Roque Malbec (Cahors);Malbec;Mas del PÇriÇ
01/01/2009;France;Bourgogne;Domaine des Perdrix;87;$35.00;Burgundy;Domaines Devillard 2009 Domaine des Perdrix (Bourgogne);Pinot Noir;Domaines Devillard
01/01/2009;Italy;Barbaresco;Pora Riserva;91;$65.00;Piedmont;Produttori del Barbaresco 2009 Pora Riserva (Barbaresco);Nebbiolo;Produttori del Barbaresco
01/01/2009;Italy;Lacryma Christi del Vesuvio;Versacrum;85;$18.00;Southern Italy;Sorrentino 2009 Versacrum Coda di Volpe (Lacryma Christi del Vesuvio);Coda di Volpe;Sorrentino
01/01/2009;France;Saumur-Champigny;Clos Cristal;89;$24.00;Loire Valley;Hospices de Saumur 2009 Clos Cristal (Saumur-Champigny);Cabernet Franc;Hospices de Saumur
01/01/2009;Italy;Toscana;Rosso Maniero;86;$13.00;Tuscany;Casaloste 2009 Rosso Maniero Red (Toscana);Red Blend;Casaloste
01/01/2009;Italy;Chianti Classico;Famiglia Zingarelli;88;$17.00;Tuscany;Rocca delle Mac«™e 2009 Famiglia Zingarelli (Chianti Classico);Sangiovese;Rocca delle Mac«™e
01/01/2009;France;Gaillac;L'Ame;93;$45.00;Southwest France;Domaine Rotier 2009 L'Ame Red (Gaillac);Red Blend;Domaine Rotier
01/01/2009;Italy;Rosso di Montalcino;La Togata;88;$36.00;Tuscany;Tenuta Carlina 2009 La Togata (Rosso di Montalcino);Sangiovese Grosso;Tenuta Carlina
01/01/2009;Italy;Barolo;Rocche dell'Annunziata;90;$55.00;Piedmont;Rocche Costamagna 2009 Rocche dell'Annunziata (Barolo);Nebbiolo;Rocche Costamagna
01/01/2009;France;Beaune;Domaine de la CrÇa Les Cent Vignes Premier Cru;88;$41.00;Burgundy;Louis Max 2009 Domaine de la CrÇa Les Cent Vignes Premier Cru (Beaune);Pinot Noir;Louis Max
